,sid,gid,order,variable,value
6811,12010050501,11,26,self_y,210
6812,12010050501,231,27,self_y,530
6813,12010050501,211,28,self_y,600
6814,12010050501,171,29,self_y,560
6815,12010050501,261,30,self_y,410
6816,12010050501,151,31,self_y,500
6817,12010050501,181,32,self_y,540
6818,12010050501,241,33,self_y,460
6819,12010050501,141,34,self_y,480
6820,12010050501,221,35,self_y,580
6821,12010050501,251,36,self_y,420
6822,12010050501,201,37,self_y,510
6823,12010050501,161,38,self_y,580
6824,12010050501,191,39,self_y,520
6825,12010050502,271,1,self_y,750
6826,12010050502,281,2,self_y,770
6827,12010050502,361,3,self_y,800
6828,12010050502,351,4,self_y,850
6829,12010050502,21,5,self_y,230
6830,12010050502,341,6,self_y,870
6831,12010050502,41,7,self_y,290
6832,12010050502,321,8,self_y,790
6833,12010050502,51,9,self_y,270
6834,12010050502,61,10,self_y,250
6835,12010050502,301,11,self_y,830
6836,12010050502,371,12,self_y,730
6837,12010050502,91,13,self_y,310
6838,12010050502,111,14,self_y,190
6839,12010050502,311,15,self_y,810
6840,12010050502,101,16,self_y,260
6841,12010050502,131,17,self_y,140
6842,12010050502,71,18,self_y,240
6843,12010050502,11,19,self_y,210
6844,12010050502,391,20,self_y,680
6845,12010050502,121,21,self_y,150
6846,12010050502,81,22,self_y,330
6847,12010050502,331,23,self_y,780
6848,12010050502,381,24,self_y,690
6849,12010050502,291,25,self_y,850
6850,12010050502,31,26,self_y,310
6851,12010050502,151,27,self_y,500
6852,12010050502,241,28,self_y,460
6853,12010050502,211,29,self_y,600
6854,12010050502,141,30,self_y,480
6855,12010050502,181,31,self_y,540
6856,12010050502,171,32,self_y,560
6857,12010050502,161,33,self_y,580
6858,12010050502,221,34,self_y,580
6859,12010050502,231,35,self_y,530
6860,12010050502,201,36,self_y,510
6861,12010050502,261,37,self_y,410
6862,12010050502,191,38,self_y,520
6863,12010050502,251,39,self_y,420
6864,12010050603,11,1,self_y,210
6865,12010050603,91,2,self_y,310
6866,12010050603,21,3,self_y,230
6867,12010050603,331,4,self_y,780
6868,12010050603,31,5,self_y,310
6869,12010050603,61,6,self_y,250
6870,12010050603,81,7,self_y,330
6871,12010050603,321,8,self_y,790
6872,12010050603,311,9,self_y,810
6873,12010050603,351,10,self_y,850
6874,12010050603,51,11,self_y,270
6875,12010050603,341,12,self_y,870
6876,12010050603,121,13,self_y,150
6877,12010050603,41,14,self_y,290
6878,12010050603,131,15,self_y,140
6879,12010050603,111,16,self_y,190
6880,12010050603,371,17,self_y,730
6881,12010050603,381,18,self_y,690
6882,12010050603,281,19,self_y,770
6883,12010050603,101,20,self_y,260
6884,12010050603,291,21,self_y,850
6885,12010050603,391,22,self_y,680
6886,12010050603,271,23,self_y,750
6887,12010050603,71,24,self_y,240
6888,12010050603,301,25,self_y,830
6889,12010050603,361,26,self_y,800
6890,12010050603,201,27,self_y,510
6891,12010050603,191,28,self_y,520
6892,12010050603,161,29,self_y,580
6893,12010050603,181,30,self_y,540
6894,12010050603,231,31,self_y,530
6895,12010050603,171,32,self_y,560
6896,12010050603,211,33,self_y,600
6897,12010050603,221,34,self_y,580
6898,12010050603,241,35,self_y,460
6899,12010050603,151,36,self_y,500
6900,12010050603,251,37,self_y,420
6901,12010050603,141,38,self_y,480
6902,12010050603,261,39,self_y,410
6903,12010050704,121,1,self_y,150
6904,12010050704,101,2,self_y,260
6905,12010050704,11,3,self_y,210
6906,12010050704,41,4,self_y,290
6907,12010050704,321,5,self_y,790
6908,12010050704,271,6,self_y,750
6909,12010050704,51,7,self_y,270
6910,12010050704,71,8,self_y,240
6911,12010050704,291,9,self_y,850
6912,12010050704,391,10,self_y,680
6913,12010050704,21,11,self_y,230
6914,12010050704,361,12,self_y,800
6915,12010050704,301,13,self_y,830
6916,12010050704,131,14,self_y,140
6917,12010050704,341,15,self_y,870
6918,12010050704,281,16,self_y,770
6919,12010050704,311,17,self_y,810
6920,12010050704,331,18,self_y,780
6921,12010050704,31,19,self_y,310
6922,12010050704,61,20,self_y,250
6923,12010050704,381,21,self_y,690
6924,12010050704,81,22,self_y,330
6925,12010050704,351,23,self_y,850
6926,12010050704,371,24,self_y,730
6927,12010050704,111,25,self_y,190
6928,12010050704,91,26,self_y,310
6929,12010050704,201,27,self_y,510
6930,12010050704,241,28,self_y,460
6931,12010050704,161,29,self_y,580
6932,12010050704,251,30,self_y,420
6933,12010050704,191,31,self_y,520
6934,12010050704,231,32,self_y,530
6935,12010050704,151,33,self_y,500
6936,12010050704,141,34,self_y,480
6937,12010050704,181,35,self_y,540
6938,12010050704,221,36,self_y,580
6939,12010050704,171,37,self_y,560
6940,12010050704,211,38,self_y,600
6941,12010050704,261,39,self_y,410
6942,12010050705,271,1,self_y,750
6943,12010050705,91,2,self_y,310
6944,12010050705,61,3,self_y,250
6945,12010050705,281,4,self_y,770
6946,12010050705,351,5,self_y,850
6947,12010050705,381,6,self_y,690
6948,12010050705,341,7,self_y,870
6949,12010050705,291,8,self_y,850
6950,12010050705,361,9,self_y,800
6951,12010050705,101,10,self_y,260
6952,12010050705,131,11,self_y,140
6953,12010050705,331,12,self_y,780
6954,12010050705,371,13,self_y,730
6955,12010050705,71,14,self_y,240
6956,12010050705,21,15,self_y,230
6957,12010050705,111,16,self_y,190
6958,12010050705,11,17,self_y,210
6959,12010050705,81,18,self_y,330
6960,12010050705,41,19,self_y,290
6961,12010050705,391,20,self_y,680
6962,12010050705,321,21,self_y,790
6963,12010050705,301,22,self_y,830
6964,12010050705,311,23,self_y,810
6965,12010050705,31,24,self_y,310
6966,12010050705,51,25,self_y,270
6967,12010050705,121,26,self_y,150
6968,12010050705,251,27,self_y,420
6969,12010050705,141,28,self_y,480
6970,12010050705,151,29,self_y,500
6971,12010050705,221,30,self_y,580
6972,12010050705,181,31,self_y,540
6973,12010050705,241,32,self_y,460
6974,12010050705,161,33,self_y,580
6975,12010050705,211,34,self_y,600
6976,12010050705,201,35,self_y,510
6977,12010050705,171,36,self_y,560
6978,12010050705,231,37,self_y,530
6979,12010050705,261,38,self_y,410
6980,12010050705,191,39,self_y,520
6981,12010050706,91,1,self_y,310
6982,12010050706,41,2,self_y,290
6983,12010050706,291,3,self_y,850
6984,12010050706,31,4,self_y,310
6985,12010050706,341,5,self_y,870
6986,12010050706,111,6,self_y,190
6987,12010050706,331,7,self_y,780
6988,12010050706,11,8,self_y,210
6989,12010050706,51,9,self_y,270
6990,12010050706,351,10,self_y,850
6991,12010050706,101,11,self_y,260
6992,12010050706,311,12,self_y,810
6993,12010050706,381,13,self_y,690
6994,12010050706,271,14,self_y,750
6995,12010050706,61,15,self_y,250
6996,12010050706,131,16,self_y,140
6997,12010050706,321,17,self_y,790
6998,12010050706,21,18,self_y,230
6999,12010050706,71,19,self_y,240
7000,12010050706,281,20,self_y,770
7001,12010050706,361,21,self_y,800
7002,12010050706,301,22,self_y,830
7003,12010050706,81,23,self_y,330
7004,12010050706,391,24,self_y,680
7005,12010050706,121,25,self_y,150
7006,12010050706,371,26,self_y,730
7007,12010050706,181,27,self_y,540
7008,12010050706,211,28,self_y,600
7009,12010050706,151,29,self_y,500
7010,12010050706,231,30,self_y,530
7011,12010050706,161,31,self_y,580
7012,12010050706,251,32,self_y,420
7013,12010050706,221,33,self_y,580
7014,12010050706,191,34,self_y,520
7015,12010050706,241,35,self_y,460
7016,12010050706,261,36,self_y,410
7017,12010050706,171,37,self_y,560
7018,12010050706,201,38,self_y,510
7019,12010050706,141,39,self_y,480
7020,12010051907,111,1,self_y,190
7021,12010051907,381,2,self_y,690
7022,12010051907,291,3,self_y,850
7023,12010051907,361,4,self_y,800
7024,12010051907,101,5,self_y,260
7025,12010051907,391,6,self_y,680
7026,12010051907,331,7,self_y,780
7027,12010051907,71,8,self_y,240
7028,12010051907,131,9,self_y,140
7029,12010051907,51,10,self_y,270
7030,12010051907,31,11,self_y,310
7031,12010051907,21,12,self_y,230
7032,12010051907,311,13,self_y,810
7033,12010051907,91,14,self_y,310
7034,12010051907,121,15,self_y,150
7035,12010051907,271,16,self_y,750
7036,12010051907,41,17,self_y,290
7037,12010051907,341,18,self_y,870
7038,12010051907,61,19,self_y,250
7039,12010051907,301,20,self_y,830
7040,12010051907,11,21,self_y,210
7041,12010051907,281,22,self_y,770
7042,12010051907,321,23,self_y,790
7043,12010051907,81,24,self_y,330
7044,12010051907,371,25,self_y,730
7045,12010051907,351,26,self_y,850
7046,12010051907,181,27,self_y,540
7047,12010051907,171,28,self_y,560
7048,12010051907,261,29,self_y,410
7049,12010051907,251,30,self_y,420
7050,12010051907,221,31,self_y,580
7051,12010051907,161,32,self_y,580
7052,12010051907,141,33,self_y,480
7053,12010051907,241,34,self_y,460
7054,12010051907,201,35,self_y,510
7055,12010051907,191,36,self_y,520
7056,12010051907,231,37,self_y,530
7057,12010051907,211,38,self_y,600
7058,12010051907,151,39,self_y,500
7059,22010050501,381,1,self_y,690
7060,22010050501,291,2,self_y,850
7061,22010050501,321,3,self_y,790
7062,22010050501,121,4,self_y,150
7063,22010050501,11,5,self_y,210
7064,22010050501,41,6,self_y,290
7065,22010050501,361,7,self_y,800
7066,22010050501,391,8,self_y,680
7067,22010050501,311,9,self_y,810
7068,22010050501,341,10,self_y,870
7069,22010050501,51,11,self_y,270
7070,22010050501,371,12,self_y,730
7071,22010050501,101,13,self_y,260
7072,22010050501,61,14,self_y,250
7073,22010050501,351,15,self_y,850
7074,22010050501,131,16,self_y,140
7075,22010050501,271,17,self_y,750
7076,22010050501,281,18,self_y,770
7077,22010050501,301,19,self_y,830
7078,22010050501,111,20,self_y,190
7079,22010050501,31,21,self_y,310
7080,22010050501,21,22,self_y,230
7081,22010050501,91,23,self_y,310
7082,22010050501,331,24,self_y,780
7083,22010050501,71,25,self_y,240
7084,22010050501,81,26,self_y,330
7085,22010050501,261,27,self_y,410
7086,22010050501,201,28,self_y,510
7087,22010050501,241,29,self_y,460
7088,22010050501,231,30,self_y,530
7089,22010050501,141,31,self_y,480
7090,22010050501,171,32,self_y,560
7091,22010050501,151,33,self_y,500
7092,22010050501,161,34,self_y,580
7093,22010050501,221,35,self_y,580
7094,22010050501,181,36,self_y,540
7095,22010050501,251,37,self_y,420
7096,22010050501,211,38,self_y,600
7097,22010050501,191,39,self_y,520
7098,22010050603,111,1,self_y,190
7099,22010050603,291,2,self_y,850
7100,22010050603,371,3,self_y,730
7101,22010050603,311,4,self_y,810
7102,22010050603,361,5,self_y,800
7103,22010050603,91,6,self_y,310
7104,22010050603,41,7,self_y,290
7105,22010050603,301,8,self_y,830
7106,22010050603,381,9,self_y,690
7107,22010050603,51,10,self_y,270
7108,22010050603,121,11,self_y,150
7109,22010050603,81,12,self_y,330
7110,22010050603,101,13,self_y,260
7111,22010050603,281,14,self_y,770
7112,22010050603,331,15,self_y,780
7113,22010050603,271,16,self_y,750
7114,22010050603,11,17,self_y,210
7115,22010050603,31,18,self_y,310
7116,22010050603,321,19,self_y,790
7117,22010050603,71,20,self_y,240
7118,22010050603,341,21,self_y,870
7119,22010050603,351,22,self_y,850
7120,22010050603,61,23,self_y,250
7121,22010050603,391,24,self_y,680
7122,22010050603,131,25,self_y,140
7123,22010050603,21,26,self_y,230
7124,22010050603,251,27,self_y,420
7125,22010050603,161,28,self_y,580
7126,22010050603,221,29,self_y,580
7127,22010050603,151,30,self_y,500
7128,22010050603,261,31,self_y,410
7129,22010050603,181,32,self_y,540
7130,22010050603,201,33,self_y,510
7131,22010050603,231,34,self_y,530
7132,22010050603,241,35,self_y,460
7133,22010050603,211,36,self_y,600
7134,22010050603,171,37,self_y,560
7135,22010050603,141,38,self_y,480
7136,22010050603,191,39,self_y,520
7137,22010050704,31,1,self_y,310
7138,22010050704,311,2,self_y,810
7139,22010050704,341,3,self_y,870
7140,22010050704,371,4,self_y,730
7141,22010050704,41,5,self_y,290
7142,22010050704,101,6,self_y,260
7143,22010050704,131,7,self_y,140
7144,22010050704,51,8,self_y,270
7145,22010050704,331,9,self_y,780
7146,22010050704,121,10,self_y,150
7147,22010050704,271,11,self_y,750
7148,22010050704,61,12,self_y,250
7149,22010050704,111,13,self_y,190
7150,22010050704,281,14,self_y,770
7151,22010050704,361,15,self_y,800
7152,22010050704,301,16,self_y,830
7153,22010050704,291,17,self_y,850
7154,22010050704,71,18,self_y,240
7155,22010050704,11,19,self_y,210
7156,22010050704,91,20,self_y,310
7157,22010050704,391,21,self_y,680
7158,22010050704,21,22,self_y,230
7159,22010050704,321,23,self_y,790
7160,22010050704,351,24,self_y,850
7161,22010050704,81,25,self_y,330
7162,22010050704,381,26,self_y,690
7163,22010050704,241,27,self_y,460
7164,22010050704,151,28,self_y,500
7165,22010050704,181,29,self_y,540
7166,22010050704,261,30,self_y,410
7167,22010050704,191,31,self_y,520
7168,22010050704,171,32,self_y,560
7169,22010050704,231,33,self_y,530
7170,22010050704,211,34,self_y,600
7171,22010050704,161,35,self_y,580
7172,22010050704,251,36,self_y,420
7173,22010050704,201,37,self_y,510
7174,22010050704,141,38,self_y,480
7175,22010050704,221,39,self_y,580
7176,22010050705,291,1,self_y,850
7177,22010050705,381,2,self_y,690
7178,22010050705,271,3,self_y,750
7179,22010050705,41,4,self_y,290
7180,22010050705,361,5,self_y,800
7181,22010050705,341,6,self_y,870
7182,22010050705,331,7,self_y,780
7183,22010050705,301,8,self_y,830
7184,22010050705,101,9,self_y,260
7185,22010050705,31,10,self_y,310
7186,22010050705,81,11,self_y,330
7187,22010050705,371,12,self_y,730
7188,22010050705,71,13,self_y,240
7189,22010050705,281,14,self_y,770
7190,22010050705,121,15,self_y,150
7191,22010050705,21,16,self_y,230
7192,22010050705,391,17,self_y,680
7193,22010050705,11,18,self_y,210
7194,22010050705,311,19,self_y,810
7195,22010050705,111,20,self_y,190
7196,22010050705,131,21,self_y,140
7197,22010050705,351,22,self_y,850
7198,22010050705,51,23,self_y,270
7199,22010050705,321,24,self_y,790
7200,22010050705,91,25,self_y,310
7201,22010050705,61,26,self_y,250
7202,22010050705,221,27,self_y,580
7203,22010050705,191,28,self_y,520
7204,22010050705,241,29,self_y,460
7205,22010050705,211,30,self_y,600
7206,22010050705,181,31,self_y,540
7207,22010050705,141,32,self_y,480
7208,22010050705,261,33,self_y,410
7209,22010050705,251,34,self_y,420
7210,22010050705,151,35,self_y,500
7211,22010050705,231,36,self_y,530
7212,22010050705,171,37,self_y,560
7213,22010050705,201,38,self_y,510
7214,22010050705,161,39,self_y,580
7215,22010050706,101,1,self_y,260
7216,22010050706,321,2,self_y,790
7217,22010050706,61,3,self_y,250
7218,22010050706,71,4,self_y,240
7219,22010050706,131,5,self_y,140
7220,22010050706,91,6,self_y,310
7221,22010050706,271,7,self_y,750
7222,22010050706,41,8,self_y,290
7223,22010050706,111,9,self_y,190
7224,22010050706,381,10,self_y,690
7225,22010050706,391,11,self_y,680
7226,22010050706,11,12,self_y,210
7227,22010050706,281,13,self_y,770
7228,22010050706,21,14,self_y,230
7229,22010050706,301,15,self_y,830
7230,22010050706,371,16,self_y,730
7231,22010050706,341,17,self_y,870
7232,22010050706,331,18,self_y,780
7233,22010050706,351,19,self_y,850
7234,22010050706,311,20,self_y,810
7235,22010050706,361,21,self_y,800
7236,22010050706,81,22,self_y,330
7237,22010050706,31,23,self_y,310
7238,22010050706,291,24,self_y,850
7239,22010050706,51,25,self_y,270
7240,22010050706,121,26,self_y,150
7241,22010050706,261,27,self_y,410
7242,22010050706,251,28,self_y,420
7243,22010050706,171,29,self_y,560
7244,22010050706,231,30,self_y,530
7245,22010050706,241,31,self_y,460
7246,22010050706,191,32,self_y,520
7247,22010050706,161,33,self_y,580
7248,22010050706,141,34,self_y,480
7249,22010050706,151,35,self_y,500
7250,22010050706,201,36,self_y,510
7251,22010050706,211,37,self_y,600
7252,22010050706,181,38,self_y,540
7253,22010050706,221,39,self_y,580
7254,22010051907,111,1,self_y,190
7255,22010051907,91,2,self_y,310
7256,22010051907,391,3,self_y,680
7257,22010051907,41,4,self_y,290
7258,22010051907,81,5,self_y,330
7259,22010051907,351,6,self_y,850
7260,22010051907,121,7,self_y,150
7261,22010051907,331,8,self_y,780
7262,22010051907,11,9,self_y,210
7263,22010051907,281,10,self_y,770
7264,22010051907,301,11,self_y,830
7265,22010051907,381,12,self_y,690
7266,22010051907,21,13,self_y,230
7267,22010051907,291,14,self_y,850
7268,22010051907,71,15,self_y,240
7269,22010051907,321,16,self_y,790
7270,22010051907,361,17,self_y,800
7271,22010051907,371,18,self_y,730
7272,22010051907,31,19,self_y,310
7273,22010051907,311,20,self_y,810
7274,22010051907,51,21,self_y,270
7275,22010051907,61,22,self_y,250
7276,22010051907,131,23,self_y,140
7277,22010051907,271,24,self_y,750
7278,22010051907,341,25,self_y,870
7279,22010051907,101,26,self_y,260
7280,22010051907,251,27,self_y,420
7281,22010051907,201,28,self_y,510
7282,22010051907,161,29,self_y,580
7283,22010051907,241,30,self_y,460
7284,22010051907,181,31,self_y,540
7285,22010051907,261,32,self_y,410
7286,22010051907,211,33,self_y,600
7287,22010051907,151,34,self_y,500
7288,22010051907,171,35,self_y,560
7289,22010051907,231,36,self_y,530
7290,22010051907,221,37,self_y,580
7291,22010051907,191,38,self_y,520
7292,22010051907,141,39,self_y,480
7293,32010050501,291,1,self_y,850
7294,32010050501,11,2,self_y,210
7295,32010050501,41,3,self_y,290
7296,32010050501,361,4,self_y,800
7297,32010050501,91,5,self_y,310
7298,32010050501,71,6,self_y,240
7299,32010050501,101,7,self_y,260
7300,32010050501,61,8,self_y,250
7301,32010050501,81,9,self_y,330
7302,32010050501,371,10,self_y,730
7303,32010050501,321,11,self_y,790
7304,32010050501,341,12,self_y,870
7305,32010050501,281,13,self_y,770
7306,32010050501,31,14,self_y,310
7307,32010050501,111,15,self_y,190
7308,32010050501,351,16,self_y,850
7309,32010050501,271,17,self_y,750
7310,32010050501,331,18,self_y,780
7311,32010050501,381,19,self_y,690
7312,32010050501,301,20,self_y,830
7313,32010050501,121,21,self_y,150
7314,32010050501,131,22,self_y,140
7315,32010050501,21,23,self_y,230
7316,32010050501,391,24,self_y,680
7317,32010050501,51,25,self_y,270
7318,32010050501,311,26,self_y,810
7319,32010050501,171,27,self_y,560
7320,32010050501,241,28,self_y,460
7321,32010050501,201,29,self_y,510
7322,32010050501,251,30,self_y,420
7323,32010050501,181,31,self_y,540
7324,32010050501,261,32,self_y,410
7325,32010050501,141,33,self_y,480
7326,32010050501,161,34,self_y,580
7327,32010050501,211,35,self_y,600
7328,32010050501,231,36,self_y,530
7329,32010050501,221,37,self_y,580
7330,32010050501,151,38,self_y,500
7331,32010050501,191,39,self_y,520
7332,32010050502,391,1,self_y,680
7333,32010050502,21,2,self_y,230
7334,32010050502,321,3,self_y,790
7335,32010050502,41,4,self_y,290
7336,32010050502,61,5,self_y,250
7337,32010050502,111,6,self_y,190
7338,32010050502,361,7,self_y,800
7339,32010050502,131,8,self_y,140
7340,32010050502,311,9,self_y,810
7341,32010050502,271,10,self_y,750
7342,32010050502,281,11,self_y,770
7343,32010050502,291,12,self_y,850
7344,32010050502,91,13,self_y,310
7345,32010050502,381,14,self_y,690
7346,32010050502,121,15,self_y,150
7347,32010050502,101,16,self_y,260
7348,32010050502,81,17,self_y,330
7349,32010050502,301,18,self_y,830
7350,32010050502,331,19,self_y,780
7351,32010050502,51,20,self_y,270
7352,32010050502,371,21,self_y,730
7353,32010050502,31,22,self_y,310
7354,32010050502,341,23,self_y,870
7355,32010050502,11,24,self_y,210
7356,32010050502,351,25,self_y,850
7357,32010050502,71,26,self_y,240
7358,32010050502,151,27,self_y,500
7359,32010050502,211,28,self_y,600
7360,32010050502,231,29,self_y,530
7361,32010050502,171,30,self_y,560
7362,32010050502,261,31,self_y,410
7363,32010050502,161,32,self_y,580
7364,32010050502,181,33,self_y,540
7365,32010050502,221,34,self_y,580
7366,32010050502,141,35,self_y,480
7367,32010050502,191,36,self_y,520
7368,32010050502,201,37,self_y,510
7369,32010050502,241,38,self_y,460
7370,32010050502,251,39,self_y,420
7371,32010050603,61,1,self_y,250
7372,32010050603,101,2,self_y,260
7373,32010050603,121,3,self_y,150
7374,32010050603,281,4,self_y,770
7375,32010050603,11,5,self_y,210
7376,32010050603,31,6,self_y,310
7377,32010050603,131,7,self_y,140
7378,32010050603,371,8,self_y,730
7379,32010050603,21,9,self_y,230
7380,32010050603,301,10,self_y,830
7381,32010050603,291,11,self_y,850
7382,32010050603,71,12,self_y,240
7383,32010050603,41,13,self_y,290
7384,32010050603,331,14,self_y,780
7385,32010050603,361,15,self_y,800
7386,32010050603,341,16,self_y,870
7387,32010050603,311,17,self_y,810
7388,32010050603,381,18,self_y,690
7389,32010050603,321,19,self_y,790
7390,32010050603,81,20,self_y,330
7391,32010050603,111,21,self_y,190
7392,32010050603,91,22,self_y,310
7393,32010050603,351,23,self_y,850
7394,32010050603,51,24,self_y,270
7395,32010050603,271,25,self_y,750
7396,32010050603,391,26,self_y,680
7397,32010050603,181,27,self_y,540
7398,32010050603,211,28,self_y,600
7399,32010050603,151,29,self_y,500
7400,32010050603,141,30,self_y,480
7401,32010050603,221,31,self_y,580
7402,32010050603,161,32,self_y,580
7403,32010050603,251,33,self_y,420
7404,32010050603,171,34,self_y,560
7405,32010050603,261,35,self_y,410
7406,32010050603,241,36,self_y,460
7407,32010050603,201,37,self_y,510
7408,32010050603,191,38,self_y,520
7409,32010050603,231,39,self_y,530
7410,32010050704,131,1,self_y,140
7411,32010050704,311,2,self_y,810
7412,32010050704,291,3,self_y,850
7413,32010050704,271,4,self_y,750
7414,32010050704,111,5,self_y,190
7415,32010050704,101,6,self_y,260
7416,32010050704,341,7,self_y,870
7417,32010050704,31,8,self_y,310
7418,32010050704,351,9,self_y,850
7419,32010050704,361,10,self_y,800
7420,32010050704,391,11,self_y,680
7421,32010050704,11,12,self_y,210
7422,32010050704,81,13,self_y,330
7423,32010050704,21,14,self_y,230
7424,32010050704,121,15,self_y,150
7425,32010050704,371,16,self_y,730
7426,32010050704,41,17,self_y,290
7427,32010050704,71,18,self_y,240
7428,32010050704,91,19,self_y,310
7429,32010050704,301,20,self_y,830
7430,32010050704,61,21,self_y,250
7431,32010050704,331,22,self_y,780
7432,32010050704,281,23,self_y,770
7433,32010050704,381,24,self_y,690
7434,32010050704,321,25,self_y,790
7435,32010050704,51,26,self_y,270
7436,32010050704,141,27,self_y,480
7437,32010050704,171,28,self_y,560
7438,32010050704,241,29,self_y,460
7439,32010050704,231,30,self_y,530
7440,32010050704,251,31,self_y,420
7441,32010050704,181,32,self_y,540
7442,32010050704,261,33,self_y,410
7443,32010050704,191,34,self_y,520
7444,32010050704,161,35,self_y,580
7445,32010050704,211,36,self_y,600
7446,32010050704,151,37,self_y,500
7447,32010050704,201,38,self_y,510
7448,32010050704,221,39,self_y,580
7449,32010050705,101,1,self_y,260
7450,32010050705,51,2,self_y,270
7451,32010050705,31,3,self_y,310
7452,32010050705,351,4,self_y,850
7453,32010050705,271,5,self_y,750
7454,32010050705,301,6,self_y,830
7455,32010050705,321,7,self_y,790
7456,32010050705,61,8,self_y,250
7457,32010050705,371,9,self_y,730
7458,32010050705,41,10,self_y,290
7459,32010050705,91,11,self_y,310
7460,32010050705,281,12,self_y,770
7461,32010050705,111,13,self_y,190
7462,32010050705,391,14,self_y,680
7463,32010050705,361,15,self_y,800
7464,32010050705,331,16,self_y,780
7465,32010050705,81,17,self_y,330
7466,32010050705,381,18,self_y,690
7467,32010050705,291,19,self_y,850
7468,32010050705,11,20,self_y,210
7469,32010050705,311,21,self_y,810
7470,32010050705,131,22,self_y,140
7471,32010050705,71,23,self_y,240
7472,32010050705,21,24,self_y,230
7473,32010050705,341,25,self_y,870
7474,32010050705,121,26,self_y,150
7475,32010050705,231,27,self_y,530
7476,32010050705,151,28,self_y,500
7477,32010050705,261,29,self_y,410
7478,32010050705,241,30,self_y,460
7479,32010050705,141,31,self_y,480
7480,32010050705,251,32,self_y,420
7481,32010050705,181,33,self_y,540
7482,32010050705,161,34,self_y,580
7483,32010050705,221,35,self_y,580
7484,32010050705,201,36,self_y,510
7485,32010050705,171,37,self_y,560
7486,32010050705,191,38,self_y,520
7487,32010050705,211,39,self_y,600
7488,32010050706,381,1,self_y,690
7489,32010050706,281,2,self_y,770
7490,32010050706,71,3,self_y,240
7491,32010050706,321,4,self_y,790
7492,32010050706,81,5,self_y,330
7493,32010050706,111,6,self_y,190
7494,32010050706,61,7,self_y,250
7495,32010050706,331,8,self_y,780
7496,32010050706,361,9,self_y,800
7497,32010050706,391,10,self_y,680
7498,32010050706,301,11,self_y,830
7499,32010050706,291,12,self_y,850
7500,32010050706,31,13,self_y,310
7501,32010050706,271,14,self_y,750
7502,32010050706,51,15,self_y,270
7503,32010050706,21,16,self_y,230
7504,32010050706,341,17,self_y,870
7505,32010050706,121,18,self_y,150
7506,32010050706,351,19,self_y,850
7507,32010050706,311,20,self_y,810
7508,32010050706,11,21,self_y,210
7509,32010050706,101,22,self_y,260
7510,32010050706,41,23,self_y,290
7511,32010050706,91,24,self_y,310
7512,32010050706,371,25,self_y,730
7513,32010050706,131,26,self_y,140
7514,32010050706,211,27,self_y,600
7515,32010050706,171,28,self_y,560
7516,32010050706,151,29,self_y,500
7517,32010050706,251,30,self_y,420
7518,32010050706,181,31,self_y,540
7519,32010050706,141,32,self_y,480
7520,32010050706,261,33,self_y,410
7521,32010050706,201,34,self_y,510
7522,32010050706,231,35,self_y,530
7523,32010050706,221,36,self_y,580
7524,32010050706,161,37,self_y,580
7525,32010050706,191,38,self_y,520
7526,32010050706,241,39,self_y,460
7527,32010051907,81,1,self_y,330
7528,32010051907,31,2,self_y,310
7529,32010051907,131,3,self_y,140
7530,32010051907,41,4,self_y,290
7531,32010051907,91,5,self_y,310
7532,32010051907,361,6,self_y,800
7533,32010051907,371,7,self_y,730
7534,32010051907,281,8,self_y,770
7535,32010051907,71,9,self_y,240
7536,32010051907,51,10,self_y,270
7537,32010051907,311,11,self_y,810
7538,32010051907,341,12,self_y,870
7539,32010051907,391,13,self_y,680
7540,32010051907,381,14,self_y,690
7541,32010051907,291,15,self_y,850
7542,32010051907,121,16,self_y,150
7543,32010051907,111,17,self_y,190
7544,32010051907,331,18,self_y,780
7545,32010051907,271,19,self_y,750
7546,32010051907,11,20,self_y,210
7547,32010051907,321,21,self_y,790
7548,32010051907,61,22,self_y,250
7549,32010051907,351,23,self_y,850
7550,32010051907,301,24,self_y,830
7551,32010051907,21,25,self_y,230
7552,32010051907,101,26,self_y,260
7553,32010051907,191,27,self_y,520
7554,32010051907,221,28,self_y,580
7555,32010051907,231,29,self_y,530
7556,32010051907,181,30,self_y,540
7557,32010051907,211,31,self_y,600
7558,32010051907,251,32,self_y,420
7559,32010051907,201,33,self_y,510
7560,32010051907,261,34,self_y,410
7561,32010051907,141,35,self_y,480
7562,32010051907,161,36,self_y,580
7563,32010051907,241,37,self_y,460
7564,32010051907,171,38,self_y,560
7565,32010051907,151,39,self_y,500
7566,42010050501,341,1,self_y,870
7567,42010050501,91,2,self_y,310
7568,42010050501,61,3,self_y,250
7569,42010050501,111,4,self_y,190
7570,42010050501,331,5,self_y,780
7571,42010050501,291,6,self_y,850
7572,42010050501,321,7,self_y,790
7573,42010050501,51,8,self_y,270
7574,42010050501,81,9,self_y,330
7575,42010050501,11,10,self_y,210
7576,42010050501,351,11,self_y,850
7577,42010050501,21,12,self_y,230
7578,42010050501,381,13,self_y,690
7579,42010050501,271,14,self_y,750
7580,42010050501,71,15,self_y,240
7581,42010050501,361,16,self_y,800
7582,42010050501,121,17,self_y,150
7583,42010050501,301,18,self_y,830
7584,42010050501,371,19,self_y,730
7585,42010050501,311,20,self_y,810
7586,42010050501,41,21,self_y,290
7587,42010050501,131,22,self_y,140
