sid,gid,order,self_x,self_y,other_x,other_y,choice_x,s_y,s_x,r_y,r_x,bf_consciousness,bf_openness,bf_extraversion,bf_agreeableness,bf_neuroticism,cogabil,pe_D1_stud_natsci,pe_D1_stud_law,pe_D1_stud_socsci,pe_D1_stud_med,pe_monthinc,pe_age,pe_female,_merge,missing_data
62010050706,31,1,350,310,1060,680,0,1,1,0,0,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,291,2,890,850,520,140,1,0,0,1,1,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,321,3,950,790,510,150,1,0,0,1,1,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,361,4,940,800,150,510,0,0,0,1,1,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,131,5,520,140,870,870,1,1,1,0,0,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,341,6,870,870,140,520,0,0,0,1,1,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,11,7,450,210,1020,720,1,1,1,0,0,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,391,8,1060,680,330,330,0,0,0,1,1,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,331,9,960,780,500,160,1,0,0,1,1,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,101,10,400,260,690,1050,0,1,1,0,0,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,51,11,390,270,1050,690,1,1,1,0,0,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,81,12,330,330,680,1060,0,1,1,0,0,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,271,13,990,750,480,180,1,0,0,1,1,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,121,14,510,150,810,930,1,1,1,0,0,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,41,15,370,290,1060,680,1,1,1,0,0,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,61,16,410,250,1050,690,1,1,1,0,0,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,371,17,1010,730,190,470,0,0,0,1,1,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,351,18,890,850,140,520,0,0,0,1,1,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,281,19,970,770,490,170,1,0,0,1,1,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,71,20,420,240,1040,700,1,1,1,0,0,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,311,21,930,810,510,150,1,0,0,1,1,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
62010050706,91,22,350,310,680,1060,0,1,1,0,0,8.010964285714287,21.300029563231597,6.268088447391513,9.997401315206677,5.327652870609877,7.6578970637890915,1.0,0.0,0.0,0.0,454.09295208525003,21.67061904761904,0.0,left_only,True
